ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,isOK,ori.tgt,mut.tgt
"The stomach is almost always located in the chest with left-sided diaphragmatic hernias, in which case it would not appear on a view of the abdomen.
","The stomach is almost always located in the chest with left - sided diaphragmatic hernias , in which case it would not appear on a view of the abdomen . ","The stomach is not almost always located in the chest with left-sided diaphragmatic hernias, in which case it would not appear on a view of the abdomen.
","The stomach is not almost always located in the chest with left - sided diaphragmatic hernias , in which case it would not appear on a view of the abdomen . ",positive,['located'],MUTATED,"0-0,1-1,2-2,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31","本文结合海事司法实践和国内留置权立法趋势，阐述了海上承运人留置货物面临的困境。
",case-18,cwmt,-2,"胃几乎总是放在胸口,胸口有左侧隔膜性溢血,在这种情况下,腹部不会出现腹部。","胃部并非几乎总是位于左侧隔膜性溃疡的胸口,在这种情况下,腹部不会出现腹部。"
"While other aspects of security sector reform have been factored into planning, wide discrepancies in terms of emphasis and outcome remain.
","While other aspects of security sector reform have been factored into planning , wide discrepancies in terms of emphasis and outcome remain . ","While other aspects of security sector reform have been factored into planning, wide discrepancies in terms of emphasis and outcome do not remain.
","While other aspects of security sector reform have been factored into planning , wide discrepancies in terms of emphasis and outcome do not remain . ",positive,['remain'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-23,22-24,23-25","安全部门改革的其他方面虽然后来也被列为规划的因素，但着重程度和结果仍有很大的差异。
",term-16,UNv1,1,"虽然在规划中考虑到了安全部门改革的其他方面,但重点和成果方面仍存在巨大差异。","虽然在规划中考虑到安全部门改革的其他方面,但重点和成果方面没有很大的差异。"
"The world record for a 75-year-old marathon runner is about 50% longer than the world record for a runner who is 50 years younger.
",The world record for a 75 - year - old marathon runner is about 50 % longer than the world record for a runner who is 50 years younger . ,"The world record for a 75-year-old marathon runner is not about 50% longer than the world record for a runner who is 50 years younger.
",The world record for a 75 - year - old marathon runner is not about 50 % longer than the world record for a runner who is 50 years younger . ,positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31","一位75岁的马拉松长跑者的世界纪录约是一位50岁的长跑者的纪录的1.5倍。
",record-2,cwmt,-2,75岁的马拉松跑步者的世界纪录比50岁以下跑步者世界纪录高出50%。,75岁的马拉松跑步者的世界纪录并不比50岁以下跑步者世界纪录高出50%。
"According to the simulation theory of the model test, the actual operation parameters of the caps with inner tube and down-flow were derived from the experiments at room temperature.
","According to the simulation theory of the model test , the actual operation parameters of the caps with inner tube and down - flow were derived from the experiments at room temperature . ","According to the simulation theory of the model test, the actual operation parameters of the caps with inner tube and down-flow were not derived from the experiments at room temperature.
","According to the simulation theory of the model test , the actual operation parameters of the caps with inner tube and down - flow were not derived from the experiments at room temperature . ",positive,['derived'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34","应把“禁止吸烟”的牌子挂在在门上和病房内。
",tube-19,cwmt,1,"根据模型试验的模拟理论,内管和下流顶的实际操作参数来自室温实验。","根据模型试验的模拟理论,内管和下流顶的实际操作参数没有从室温试验中得出。"
"On average, managers in the UK take just 3.19 days off a year due to sickness - around half the rate recorded by other staff.
","On average , managers in the UK take just 3.19 days off a year due to sickness - around half the rate recorded by other staff . ","On average, managers in the UK do not take just 3.19 days off a year due to sickness - around half the rate recorded by other staff.
","On average , managers in the UK do not take just 3.19 days off a year due to sickness - around half the rate recorded by other staff . ",positive,['take'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29","平均而言，英国经理人每年只休3.19天病假，约为其它员工的一半。
",staff-25,cwmt,-2,"平均而言,联合王国管理人员因生病而每年只休息3.19天,约为其他工作人员所记录比率的一半。","平均而言,联合王国的管理人员因生病而每年不只休3.19天的假期 -- -- 约为其他工作人员所记录比率的一半左右。"
"Increasingly, emerging markets become net exporters of capital as their central banks place foreign exchange reserve assets with more industrialized countries.
","Increasingly , emerging markets become net exporters of capital as their central banks place foreign exchange reserve assets with more industrialized countries . ","Increasingly, emerging markets do not become net exporters of capital as their central banks place foreign exchange reserve assets with more industrialized countries.
","Increasingly , emerging markets do not become net exporters of capital as their central banks place foreign exchange reserve assets with more industrialized countries . ",positive,['become'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25","新兴市场业已成为资本的净出口国，这些国家的中央银行将外汇储备资产留置在工业化程度较高的国家。
",capital-8,UNv1,1,"新兴市场日益成为资本净输出国,因为它们的中央银行将外汇储备资产存放在工业化程度较高的国家。","新兴市场日益没有成为资本净输出国,因为它们的中央银行将外汇储备资产存放在工业化程度较高的国家。"
"A liquid distribution model based on packing structure was developed for metallic corrugated plate packings.
",A liquid distribution model based on packing structure was developed for metallic corrugated plate packings . ,"A liquid distribution model based on packing structure was not developed for metallic corrugated plate packings.
",A liquid distribution model based on packing structure was not developed for metallic corrugated plate packings . ,positive,['developed'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17","儿童思维的发展,应该使抽象思维和形象思维同样地得到良好的发展.
",plate-13,cwmt,1,"开发了一种以包装结构为基础的液体分配模型,用于金属浮标板包装。",没有为金属涂层板包装开发基于包装结构的液体分配模型。
"For the record, the pot will stay off the record.
","For the record , the pot will stay off the record . ","For the record, the pot will not stay off the record.
","For the record , the pot will not stay off the record . ",positive,['stay'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-8,8-9,9-10,10-11,11-12,12-13","再插一句 大麻的事我就当不知道
",record-2,os18,1,声明一下 锅子不会公开的,声明一下 大麻不会不公开的
"Those arrested are often detained in military installations without charge or trial for long periods of time, often months, far exceeding the 48 hours prescribed by law.
","Those arrested are often detained in military installations without charge or trial for long periods of time , often months , far exceeding the 48 hours prescribed by law . ","Those arrested are not often detained in military installations without charge or trial for long periods of time, often months, far exceeding the 48 hours prescribed by law.
","Those arrested are not often detained in military installations without charge or trial for long periods of time , often months , far exceeding the 48 hours prescribed by law . ",positive,['detained'],MUTATED,"0-0,1-1,2-2,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31","被逮捕者常常被拘押在军事设施，长达数月既不定罪也不审判，远远超过了法律规定的48小时的时限。
",charge-9,UNv1,1,"被捕者往往未经指控或审判就被关押在军事设施中,拘留时间很长,往往长达几个月,远远超过法律规定的48小时。","被捕者通常不会未经起诉或审判而被长期关押在军事设施中,往往是几个月,大大超过法律规定的48小时。"
"All of the mail has been very well preserved because the container was hermetically sealed.
",All of the mail has been very well preserved because the container was hermetically sealed . ,"All of the mail has not been very well preserved because the container was hermetically sealed.
",All of the mail has not been very well preserved because the container was hermetically sealed . ,positive,['been'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17","由于那只集装箱的密封性极佳,所以时至今日里面的邮件依然保存完好.
",mail-3,cwmt,-2,"所有邮件都保存得很好,因为集装箱是密封的。","由于集装箱是密封的,因此所有邮件都保存得不好。"
"All immunities and privileges for international staff will be provided for.
",All immunities and privileges for international staff will be provided for . ,"All immunities and privileges for international staff will not be provided for.
",All immunities and privileges for international staff will not be provided for . ,positive,['provided'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-9,9-10,10-11,11-12,12-13","印度将为国际工作人员提供所有的豁免和特权。
",staff-6,UNv1,1,将为国际工作人员提供一切豁免和特权。,国际工作人员不享有任何豁免和特权。
"I would appreciate it if you could circulate the present letter and its annex as a document of the sixty-first session of the General Assembly under item 60 of the provisional agenda.
",I would appreciate it if you could circulate the present letter and its annex as a document of the sixty - first session of the General Assembly under item 60 of the provisional agenda . ,"I would not appreciate it if you could circulate the present letter and its annex as a document of the sixty-first session of the General Assembly under item 60 of the provisional agenda.
",I would not appreciate it if you could circulate the present letter and its annex as a document of the sixty - first session of the General Assembly under item 60 of the provisional agenda . ,positive,['appreciate'],MUTATED,"0-0,1-1,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34,34-35,35-36","请将本函及其附件作为大会第六十一届会议临时议程项目60下的文件分发为荷。
",letter-10,UNv1,-2,请将本函及其附件作为大会第六十一届会议临时议程项目60的文件分发为荷。,请将本函及其附件作为大会第六十一届会议临时议程项目60的文件分发为荷。
